age,sex,marital_status,residence,education,occupation,out_of_region_employment,family_members,family_disabilities,house_floor,earthquake80,political_orientation,shocks,fear,anxiety,physiological_symptoms,decision_timeliness,insomnia,seismic_concern,abroad,out_of_region,out_of_region_earthquake,change_of_residence,change_of_residence_earthquake,red_zone_frequency,radio_info,TV_info,social_media_info,newspaper_info,app_info,municipal_institutions_trust,regional_institutions_trust,national_institutions_trust,INGV_trust,security,reception_centers,property_house,housing_type,elevator,n_vehicles,vehicle_type,end_of_month,salary
39,Female,Married,Pozzuoli,Degree,Employee,No,4,Yes,0 (Ground Floor),No,Center,5,4,5,4,3,5,4,Yes,Yes,Yes,No,Yes,Yes,3,2,4,3,3,3,3,2,5,2,Yes,Yes,Villa/Small Villa,No,3,Car and Motorcycle,2,Between €15000 and €28000
55,Female,Divorced,Pozzuoli,Postgraduate Degree,Self-Employed,No,1,No,3,Yes,Left,4,4,4,2,4,4,3,Yes,Yes,Yes,Yes,Yes,Yes,5,2,1,1,3,1,1,1,2,2,Yes,Yes,Apartment,No,1,Car,2,Between €28000 and €50000
34,Female,Cohabiting,Napoli,Postgraduate Degree,Unemployed,No,2,Yes,0 (Ground Floor),No,Left,5,4,3,3,5,3,5,Yes,Yes,Yes,Yes,Yes,Yes,2,2,5,3,5,1,1,1,3,1,No,No,Apartment,No,1,Car,5,Up to €15000
43,Female,Married,Pozzuoli,Upper Secondary School,Self-Employed,No,3,No,2,No,Left,3,2,2,1,2,4,3,Yes,Yes,Yes,Yes,Yes,Yes,1,1,3,1,3,1,1,1,5,4,Yes,Yes,Apartment,No,2,Car,2,
27,Male,Unmarried,Monte Di Procida,Upper Secondary School,Employee,No,5,,0 (Ground Floor),No,Right,3,2,2,3,1,4,4,Yes,Yes,No,Yes,No,Yes,2,2,2,2,3,2,2,3,4,2,Yes,Yes,Apartment,No,2,Car and Motorcycle,2,Between €15000 and €28000
51,Female,Cohabiting,Pozzuoli,Upper Secondary School,Employee,Yes,2,No,1,Yes,Right,1,1,1,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,3,3,3,3,3,3,1,2,4,1,No,No,Other,No,1,Car,1,Between €15000 and €28000
36,Female,Cohabiting,Napoli,Upper Secondary School,Self-Employed,No,3,No,2,No,None,5,5,5,4,1,5,5,Yes,No,Yes,Yes,Yes,Yes,3,3,4,1,5,5,5,3,5,2,No,No,Apartment,No,2,Car,2,Up to €15000
54,Male,Unmarried,Pozzuoli,Upper Secondary School,Employee,No,2,No,0 (Ground Floor),Yes,,3,2,2,1,1,1,3,Yes,No,No,No,No,Yes,2,3,3,3,3,3,3,3,4,4,Yes,Yes,Apartment,No,0,None,1,
40,Female,Married,,Degree,Employee,No,4,No,5,No,None,3,4,5,2,3,4,5,Yes,Yes,Yes,Yes,Yes,Yes,2,1,3,3,5,1,1,2,3,3,No,Yes,Apartment,Yes,1,Car,3,Between €15000 and €28000
43,Male,Married,Napoli,Degree,Self-Employed,Yes,2,No,4,No,Right,4,4,5,1,5,3,4,Yes,No,No,No,Yes,No,1,1,3,2,5,1,1,3,5,1,Yes,No,Apartment,Yes,3,Car and Motorcycle,1,
33,Female,Married,Pozzuoli,Degree,Unemployed,No,3,No,1,No,Left,3,3,4,2,3,5,5,Yes,Yes,Yes,No,Yes,Yes,2,2,3,1,3,2,2,1,3,2,No,Yes,Apartment,Yes,1,Car,3,
42,Female,Unmarried,Napoli,Upper Secondary School,Employee,No,1,No,0 (Ground Floor),Yes,,3,4,4,4,3,4,5,Yes,Yes,Yes,Yes,Yes,Yes,1,1,4,2,3,1,1,1,2,2,Yes,No,Apartment,No,1,Car,3,Between €15000 and €28000
,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,0 (Ground Floor),No,Right,3,5,5,4,3,3,5,No,Yes,Yes,Yes,Yes,No,2,2,4,5,3,2,3,3,3,1,No,Yes,Villa/Small Villa,No,3,Car,4,Up to €15000
,Female,Unmarried,Casalnuovo,Upper Secondary School,Student,No,4,No,0 (Ground Floor),No,Left,1,4,4,2,3,1,5,Yes,Yes,Yes,Yes,Yes,Yes,4,3,5,3,3,2,2,2,3,2,No,Yes,Apartment,No,2,Car,1,
,Female,Unmarried,Napoli,Upper Secondary School,Student Worker,No,4,No,3,No,,2,3,3,4,3,2,4,No,Yes,No,No,No,Yes,2,1,1,1,1,1,1,3,2,1,No,No,Other,No,1,Car,3,
23,Male,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,5,No,,4,5,5,5,2,2,2,No,No,No,No,No,No,4,5,5,5,5,5,5,5,5,5,No,Yes,Apartment,Yes,2,Car and Motorcycle,1,Up to €15000
48,Female,Separated,Bacoli,Upper Secondary School,Student Worker,No,4,No,3,Yes,None,4,4,4,4,2,5,5,No,No,Yes,Yes,Yes,Yes,1,1,4,1,1,1,1,1,5,1,Yes,Yes,Apartment,No,0,None,5,
,Female,Unmarried,Napoli,Lower Secondary School,Student,No,4,No,1,No,None,1,1,2,3,2,1,2,No,Yes,No,Yes,No,Yes,2,2,2,2,4,2,2,2,5,3,No,No,Apartment,No,0,None,2,
55,Female,Unmarried,Pozzuoli,Degree,Self-Employed,No,2,Yes,4,Yes,Right,5,3,4,1,1,5,4,Yes,No,No,No,No,Yes,1,1,4,2,4,1,1,2,4,4,Yes,Yes,Apartment,Yes,2,Car,1,Between €15000 and €28000
,Female,Unmarried,Napoli,Lower Secondary School,Student,No,4,No,1,No,None,1,3,3,2,3,2,5,Yes,Yes,Yes,Yes,No,No,4,4,4,4,4,3,3,3,3,2,No,Yes,Apartment,No,3,Car and Motorcycle,3,
58,Female,Married,Pozzuoli,Upper Secondary School,Employee,No,5,Yes,4,Yes,,4,5,5,4,3,5,5,No,No,No,No,No,Yes,4,4,4,4,4,2,2,1,3,1,No,Yes,Apartment,Yes,2,Car and Motorcycle,2,Between €28000 and €50000
63,Female,Married,Pozzuoli,Upper Secondary School,Employee,No,2,No,1,No,,4,4,4,1,4,3,4,Yes,No,No,Yes,Yes,Yes,1,1,1,1,3,3,3,3,3,3,Yes,Yes,Apartment,Yes,2,Car,3,
61,Female,Divorced,Napoli,Postgraduate Degree,Employee,No,1,No,5,Yes,Left,4,4,3,3,4,2,3,Yes,Yes,No,Yes,No,Yes,2,2,2,3,4,3,3,2,4,3,Yes,Yes,Apartment,Yes,1,Car,3,
33,Female,Unmarried,Maratea,Postgraduate Degree,Employee,Yes,1,No,1,No,Left,3,4,3,1,4,4,3,Yes,Yes,No,Yes,No,Yes,3,3,3,3,3,4,4,3,5,3,Yes,No,Apartment,No,1,Car,4,Up to €15000
,Female,Unmarried,Napoli,Upper Secondary School,Student,No,3,No,1,No,None,2,3,3,2,1,2,3,No,Yes,No,No,No,No,2,2,3,2,2,2,2,2,2,3,No,Yes,Apartment,Yes,2,Car,3,Up to €15000
,Male,Unmarried,Napoli,Lower Secondary School,Student,No,4,No,1,No,Left,1,1,1,1,1,1,2,Yes,Yes,No,Yes,No,No,4,4,4,4,4,3,2,2,4,3,No,Yes,Apartment,No,1,Car,3,Between €28000 and €50000
46,Female,Cohabiting,San Valentino Torio,Lower Secondary School,Employee,No,3,No,2,Yes,None,3,3,4,2,3,3,4,Yes,No,No,No,No,No,2,3,3,2,2,2,2,2,3,2,No,Yes,Apartment,No,1,Car,2,Up to €15000
,Female,Married,Volla,Upper Secondary School,Student,Yes,4,No,4,No,None,4,4,4,4,3,3,4,Yes,No,Yes,Yes,Yes,Yes,3,3,5,4,4,3,2,1,4,1,Yes,Yes,Apartment,Yes,0,Car,3,
56,Female,Married,Napoli,Upper Secondary School,Employee,No,5,Yes,2,Yes,,5,5,4,4,3,5,5,Yes,No,Yes,No,Yes,Yes,4,4,4,4,3,1,2,1,4,2,No,Yes,Apartment,No,2,Car,3,
31,Female,Cohabiting,Napoli,Upper Secondary School,Employee,No,2,No,1,No,Right,5,5,5,5,2,5,5,Yes,Yes,Yes,No,Yes,Yes,2,3,3,3,4,2,2,2,4,3,Yes,Yes,Villa/Small Villa,No,2,Car,3,Up to €15000
,Female,Unmarried,Napoli,Lower Secondary School,Student,No,5,No,1,No,Left,1,4,4,2,2,2,5,No,Yes,No,No,No,No,2,2,4,2,3,3,3,3,3,3,Yes,Yes,Apartment,No,1,Car,3,Up to €15000
,Female,Unmarried,Napoli,Lower Secondary School,Student,No,5,No,2,No,,1,3,4,4,3,2,4,No,Yes,Yes,Yes,Yes,Yes,3,3,3,3,3,3,3,3,4,2,No,No,Apartment,No,1,Car,3,
,Female,Unmarried,Napoli,Lower Secondary School,Student,No,Over 5,No,2,No,Center,3,3,4,3,3,3,3,No,Yes,No,Yes,No,Yes,3,3,3,3,3,2,2,2,3,2,No,No,Apartment,Yes,0,None,2,
,Female,Unmarried,Napoli,Upper Secondary School,Student,No,5,No,1,No,None,1,2,3,1,3,1,4,No,Yes,Yes,Yes,No,Yes,3,4,4,3,4,2,2,2,3,1,No,Yes,Apartment,No,2,Car,2,Between €15000 and €28000
,Female,Unmarried,Volla,Lower Secondary School,Student,No,5,No,1,No,None,1,2,2,1,3,1,3,Yes,No,No,Yes,No,Yes,2,2,3,1,3,3,3,2,3,2,No,Yes,Apartment,Yes,2,Car,1,Between €15000 and €28000
24,Female,Unmarried,Caserta,Degree,Student,Yes,3,No,3,No,,3,3,4,3,4,2,2,Yes,Yes,No,Yes,No,Yes,2,2,3,2,3,3,3,3,2,1,No,Yes,Apartment,Yes,3,Car and Motorcycle,3,
23,Male,Unmarried,Napoli,Degree,Student,No,4,No,5,No,Left,3,4,3,3,3,2,2,Yes,Yes,No,No,No,Yes,3,2,3,3,3,3,3,3,4,2,No,Yes,Apartment,Yes,1,Car,3,Between €28000 and €50000
24,Female,Unmarried,Calvi Risorta,Degree,Student,No,5,No,0 (Ground Floor),No,,2,1,1,1,1,1,1,Yes,Yes,No,Yes,No,No,2,2,1,1,1,2,3,3,4,1,No,Yes,Apartment,No,4,Car and Motorcycle,3,
25,Male,Unmarried,Caserta,Degree,Student,No,Over 5,No,0 (Ground Floor),No,Center,3,3,3,1,2,2,4,Yes,Yes,No,Yes,No,No,5,5,5,5,5,2,2,2,3,3,No,Yes,Apartment,Yes,3,Car,3,
,Female,Unmarried,Cercola,Lower Secondary School,Student,No,3,No,1,No,,2,4,4,3,3,2,4,No,No,No,No,No,Yes,3,3,3,3,3,3,3,3,3,2,No,Yes,Apartment,Yes,1,Car,3,
45,Female,Unmarried,Pozzuoli,Degree,Employee,No,1,No,Over 5,No,,2,1,2,2,4,2,3,No,Yes,Yes,Yes,Yes,Yes,1,1,3,2,2,2,3,3,3,3,Yes,Yes,Apartment,Yes,1,Car,1,
44,Female,Cohabiting,Pozzuoli,Postgraduate Degree,Self-Employed,No,4,No,3,No,Left,3,3,4,2,2,4,4,Yes,No,Yes,Yes,Yes,Yes,3,3,4,3,3,3,3,2,4,2,Yes,No,Apartment,No,2,Car,2,Between €28000 and €50000
32,Female,Married,Gualtieri,Degree,Employee,Yes,4,No,0 (Ground Floor),No,,3,3,3,3,5,4,4,Yes,No,No,No,No,No,5,5,4,4,3,5,5,5,5,5,Yes,Yes,Villa/Small Villa,No,2,Car,2,
