age,sex,marital_status,residence,education,occupation,out_of_region_employment,family_members,family_disabilities,house_floor,earthquake80,political_orientation,shocks,fear,anxiety,physiological_symptoms,decision_timeliness,insomnia,seismic_concern,abroad,out_of_region,out_of_region_earthquake,change_of_residence,change_of_residence_earthquake,red_zone_frequency,radio_info,TV_info,social_media_info,newspaper_info,app_info,municipal_institutions_trust,regional_institutions_trust,national_institutions_trust,INGV_trust,security,reception_centers,property_house,housing_type,elevator,n_vehicles,vehicle_type,end_of_month,salary
24,Male,Unmarried,Napoli,Degree,Student,Yes,4,No,0 (Ground Floor),No,Left,4,3,4,3,4,2,3,Yes,Yes,No,Yes,Yes,Yes,3,3,2,3,4,3,3,3,4,2,No,Yes,Apartment,Yes,2,Car and Motorcycle,1,Up to €15000
60,Female,Married,Napoli,Degree,Employee,No,3,No,1,Yes,None,4,2,2,1,1,2,1,Yes,Yes,No,Yes,No,Yes,1,1,2,1,3,1,1,1,4,3,Yes,Yes,Villa/Small Villa,No,0,None,3,Between €28000 and €50000
54,Female,Married,Pozzuoli,Degree,Unemployed,No,4,No,4,Yes,Left,4,2,2,2,4,3,2,Yes,No,No,No,No,Yes,3,2,4,3,5,1,1,1,3,3,Yes,Yes,Apartment,Yes,2,Car,2,
64,Female,Married,Napoli,Upper Secondary School,Unemployed,No,2,No,2,Yes,Left,3,3,4,1,4,4,5,Yes,No,No,No,No,Yes,2,2,1,2,3,1,1,1,4,2,Yes,No,Apartment,No,1,Car,3,
66,Female,Unmarried,Napoli,Degree,Retired,No,1,No,1,Yes,Left,4,5,5,3,3,3,4,Yes,No,No,Yes,Yes,Yes,3,3,3,3,3,2,2,2,4,3,No,Yes,Apartment,Yes,0,None,2,
52,Female,Unmarried,Napoli,Upper Secondary School,Employee,No,2,No,3,Yes,,4,4,3,3,2,1,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,1,2,1,3,3,2,4,3,No,Yes,Apartment,Yes,1,Car,4,
31,Female,Unmarried,Pozzuoli,Degree,Employee,No,2,No,2,No,None,3,3,3,4,2,4,3,Yes,No,No,No,No,No,1,1,1,1,3,3,3,3,3,3,No,Yes,Apartment,No,1,Car,3,Between €15000 and €28000
45,Male,Married,Napoli,Upper Secondary School,Self-Employed,No,3,No,3,Yes,None,3,2,2,1,4,1,2,Yes,No,No,No,No,No,5,5,5,4,4,3,3,2,4,3,No,Yes,Apartment,Yes,2,Car,2,Between €15000 and €28000
44,Female,Married,Pozzuoli,Upper Secondary School,Self-Employed,No,3,Yes,0 (Ground Floor),Yes,,3,4,4,3,4,4,4,Yes,No,Yes,No,Yes,No,1,3,3,3,3,3,3,3,5,3,Yes,No,Apartment,No,2,Car,3,Between €15000 and €28000
32,Female,Married,Giugliano,Degree,Self-Employed,No,3,No,2,No,,2,2,4,1,2,2,4,Yes,No,Yes,No,Yes,Yes,3,3,1,3,2,1,1,1,3,1,Yes,Yes,Apartment,No,2,Car,2,Up to €15000
31,Female,Cohabiting,Quarto,Postgraduate Degree,Self-Employed,No,3,No,1,No,None,2,3,3,1,3,2,3,Yes,Yes,No,Yes,No,Yes,3,3,2,2,2,2,2,3,3,2,Yes,No,Apartment,Yes,2,Car and Motorcycle,4,
33,Male,Married,,Degree,Self-Employed,No,4,No,4,No,Right,2,3,2,1,3,2,4,Yes,No,No,No,No,Yes,3,3,3,3,3,1,1,1,3,1,No,Yes,Apartment,No,1,Car,2,
47,Female,Unmarried,Napoli,Upper Secondary School,Unemployed,No,2,No,5,Yes,,3,3,4,1,3,3,4,Yes,Yes,Yes,No,Yes,Yes,2,3,5,3,5,2,2,3,4,2,No,Yes,Apartment,Yes,1,Car,3,
26,Female,Cohabiting,Roma,Degree,Self-Employed,Yes,2,No,3,No,Center,3,3,3,3,3,4,3,Yes,Yes,Yes,No,Yes,Yes,3,3,3,2,3,3,3,2,4,3,No,Yes,Apartment,No,2,Car,3,Up to €15000
40,Female,Married,,Upper Secondary School,Employee,No,4,No,1,No,None,2,3,4,2,2,4,4,Yes,Yes,No,Yes,No,No,3,2,1,3,3,4,4,4,4,3,No,No,Apartment,No,2,Car,3,Between €15000 and €28000
61,Male,Married,Pozzuoli,Degree,Employee,No,2,No,0 (Ground Floor),No,Left,3,3,3,3,3,3,3,Yes,No,No,Yes,Yes,No,1,1,1,2,4,3,1,3,4,3,No,No,Villa/Small Villa,No,2,Car,1,Over €50000
62,Female,Married,Napoli,Upper Secondary School,Unemployed,No,3,No,2,Yes,None,3,3,3,2,2,3,3,Yes,No,No,Yes,No,Yes,2,2,3,2,4,1,1,1,3,3,Yes,No,Apartment,No,1,Car,3,
23,Male,Unmarried,Napoli,Degree,Student,No,4,Yes,3,No,Left,4,4,4,4,3,5,4,Yes,Yes,Yes,No,No,Yes,3,3,3,4,4,2,2,2,3,3,Yes,No,Apartment,No,2,Car,3,Up to €15000
23,Male,Unmarried,Schio,Upper Secondary School,Student Worker,Yes,3,No,1,No,None,2,2,2,1,3,1,2,Yes,Yes,No,No,No,No,2,2,3,2,3,2,2,2,3,2,No,Yes,Other,No,3,Car,1,Between €15000 and €28000
27,Female,Unmarried,Pozzuoli,Postgraduate Degree,Employee,No,5,No,4,No,Left,4,4,5,4,1,5,5,Yes,Yes,Yes,Yes,Yes,Yes,1,1,5,1,4,1,1,1,3,1,No,Yes,Apartment,No,2,Car,3,Up to €15000
29,Male,Unmarried,Pozzuoli,Postgraduate Degree,Self-Employed,No,4,No,1,No,Left,3,2,1,1,4,1,2,Yes,Yes,No,Yes,No,Yes,1,3,4,3,4,1,3,2,5,3,Yes,Yes,Apartment,No,3,Car,2,Up to €15000
45,Female,Unmarried,Pozzuoli,Upper Secondary School,Unemployed,No,Over 5,No,0 (Ground Floor),Yes,,3,3,3,2,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,3,2,2,2,3,2,2,2,2,2,Yes,Yes,Villa/Small Villa,No,2,Car and Motorcycle,3,Between €15000 and €28000
25,Female,Unmarried,Bacoli,Degree,Self-Employed,No,4,No,2,No,Right,3,4,2,2,5,4,4,Yes,No,No,No,No,Yes,2,3,1,3,4,5,5,5,5,1,No,Yes,Apartment,No,4,Car and Motorcycle,1,Over €50000
23,Female,Unmarried,Bergamo,Degree,Employee,Yes,5,No,2,No,None,3,3,4,1,2,2,3,Yes,No,No,Yes,No,No,3,3,2,4,3,2,2,2,3,2,No,Yes,Other,No,3,Car and Motorcycle,1,Between €15000 and €28000
34,Female,Married,Mugnano,Upper Secondary School,Unemployed,No,4,Yes,1,No,None,1,1,1,1,1,1,2,Yes,Yes,No,Yes,No,Yes,3,3,4,3,4,2,2,3,3,3,Yes,Yes,Apartment,Yes,4,Car and Motorcycle,3,Up to €15000
40,Male,Married,Pozzuoli,Upper Secondary School,Employee,No,4,No,1,No,None,4,3,3,1,3,3,4,Yes,Yes,No,No,Yes,Yes,3,3,3,3,4,3,3,3,3,3,Yes,Yes,Apartment,No,3,Car and Motorcycle,3,
24,Female,Unmarried,Reggio Emilia,Degree,Student,Yes,2,No,0 (Ground Floor),No,,4,4,4,2,4,3,4,Yes,Yes,No,Yes,No,Yes,2,3,2,3,4,3,3,2,4,2,Yes,Yes,Villa/Small Villa,No,1,Car,2,Between €15000 and €28000
44,Female,Unmarried,Pozzuoli,Upper Secondary School,Self-Employed,No,Over 5,No,0 (Ground Floor),No,None,3,4,4,2,2,4,4,Yes,No,Yes,Yes,Yes,Yes,2,2,2,2,3,2,2,1,1,3,Yes,Yes,Villa/Small Villa,No,0,None,3,
61,Female,Cohabiting,Pozzuoli,Upper Secondary School,Unemployed,No,2,Yes,0 (Ground Floor),Yes,,1,1,1,1,1,1,3,Yes,No,No,No,No,Yes,3,3,3,3,4,1,1,1,2,2,Yes,Yes,Villa/Small Villa,No,1,Car,5,Up to €15000
59,Female,Unmarried,Pozzuoli,Upper Secondary School,Employee,No,1,No,1,Yes,None,5,5,5,5,5,5,5,No,Yes,Yes,Yes,Yes,Yes,3,3,3,2,3,1,1,1,2,1,No,No,Apartment,No,1,Car,5,Up to €15000
,Female,Unmarried,Quarto,Upper Secondary School,Student,No,4,Yes,1,No,,3,5,4,4,3,5,5,No,No,No,No,No,Yes,3,1,2,3,5,1,1,1,4,3,Yes,Yes,Villa/Small Villa,No,1,Car,3,Up to €15000
38,Female,Married,Agnano,Lower Secondary School,Unemployed,No,Over 5,No,0 (Ground Floor),Yes,None,4,3,4,2,4,5,5,No,No,Yes,Yes,Yes,Yes,2,2,3,3,4,2,2,2,3,3,Yes,Yes,Apartment,No,4,Car and Motorcycle,5,Up to €15000
48,Female,Cohabiting,Quarto,Upper Secondary School,Employee,No,2,,1,No,,4,4,4,2,2,1,5,No,No,No,Yes,No,Yes,3,3,5,1,5,1,2,1,3,1,No,No,Apartment,No,1,Car,3,Between €15000 and €28000
27,Female,Unmarried,Foligno,Degree,Student,No,2,No,1,No,None,4,5,5,2,3,4,4,No,Yes,No,Yes,No,Yes,2,2,2,2,2,2,2,2,3,2,No,Yes,Apartment,Yes,2,Car,2,Between €15000 and €28000
51,Female,Separated,Pozzuoli,Upper Secondary School,Employee,No,3,No,0 (Ground Floor),Yes,Left,3,3,3,2,3,3,3,Yes,No,Yes,Yes,Yes,Yes,3,2,3,2,3,2,2,1,4,3,Yes,No,Apartment,No,2,Car and Motorcycle,3,
53,Female,Married,Pozzuoli,Upper Secondary School,Employee,No,3,No,5,Yes,None,3,3,4,2,4,4,5,Yes,Yes,No,Yes,No,Yes,3,3,4,3,4,3,3,3,3,3,Yes,No,Apartment,Yes,2,Car,4,
40,Female,Married,Pozzuoli,Postgraduate Degree,Employee,No,2,No,1,No,,4,5,5,4,4,5,4,Yes,Yes,No,Yes,Yes,Yes,3,3,3,3,3,2,2,2,3,2,Yes,Yes,Apartment,No,1,Car,3,
48,Female,Unmarried,Napoli,Degree,Employee,No,4,No,2,Yes,Left,4,3,3,3,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,2,2,2,3,3,2,2,2,4,3,Yes,Yes,Apartment,No,1,Car,3,Between €28000 and €50000
35,Female,Cohabiting,Pozzuoli,Upper Secondary School,Employee,No,3,No,4,No,None,4,5,5,4,3,5,5,Yes,Yes,Yes,Yes,Yes,Yes,2,2,3,3,4,1,1,1,3,2,No,No,Apartment,No,1,Car,2,Up to €15000
35,Female,Married,Pozzuoli,Postgraduate Degree,Self-Employed,No,2,Yes,0 (Ground Floor),No,,2,3,3,1,2,2,2,Yes,Yes,Yes,Yes,No,No,2,2,2,2,3,2,2,1,3,2,Yes,Yes,Villa/Small Villa,No,1,Car,1,Up to €15000
61,Female,Unmarried,Cercola,Degree,Employee,No,3,Yes,2,Yes,Left,4,4,4,2,3,3,3,Yes,No,No,No,No,Yes,3,3,3,3,2,3,3,3,4,1,No,Yes,Apartment,No,2,Car,1,Between €15000 and €28000
34,Female,Married,Bacoli,Upper Secondary School,Self-Employed,No,3,No,2,No,,3,4,5,5,3,4,5,Yes,No,Yes,Yes,Yes,No,3,3,3,3,4,3,3,3,4,3,Yes,Yes,Apartment,No,1,Car,3,
42,Female,Married,Napoli,Upper Secondary School,Employee,No,4,No,2,No,,3,4,5,4,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4,3,5,2,2,2,3,2,Yes,No,Apartment,Yes,0,None,3,
48,Female,Separated,Napoli,Degree,Employee,No,3,No,3,Yes,Left,2,3,3,3,3,4,3,Yes,Yes,Yes,Yes,Yes,Yes,1,1,2,3,3,1,1,1,3,1,No,No,Apartment,No,1,Car,5,Up to €15000
18,Male,Unmarried,Napoli,Lower Secondary School,Student,No,Over 5,No,0 (Ground Floor),No,Left,2,1,1,1,3,1,2,No,Yes,No,Yes,No,Yes,3,4,4,4,4,2,3,4,5,2,Yes,Yes,Villa/Small Villa,No,1,Car,2,
34,Female,Cohabiting,Pozzuoli,Degree,Employee,No,3,No,1,No,Left,2,4,5,1,1,4,5,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,3,1,1,1,3,3,No,Yes,Apartment,No,2,Car,2,Up to €15000
84,Male,Widowed,Pozzuoli,Upper Secondary School,Retired,No,1,No,2,Yes,,3,2,2,1,3,1,2,Yes,Yes,No,No,No,Yes,3,3,3,4,4,3,3,2,4,4,No,Yes,Apartment,No,1,Car,3,Between €28000 and €50000
65,Female,Separated,Napoli,Upper Secondary School,Unemployed,No,1,No,3,Yes,None,4,4,4,4,2,4,5,Yes,No,No,Yes,Yes,Yes,2,3,4,3,4,2,2,2,5,2,No,Yes,Apartment,No,1,Car,1,Up to €15000
34,Female,Unmarried,Pozzuoli,Postgraduate Degree,Employee,No,3,Yes,1,No,None,4,4,4,5,3,5,4,Yes,No,Yes,No,Yes,Yes,2,2,3,2,3,1,1,1,3,1,Yes,Yes,Apartment,No,1,Car,2,Between €15000 and €28000
43,Female,Cohabiting,Bacoli,Upper Secondary School,Employee,No,4,No,1,No,,3,4,4,1,2,3,4,Yes,Yes,No,Yes,No,Yes,2,2,2,2,2,3,3,3,3,3,Yes,Yes,Villa/Small Villa,No,2,Car,3,Between €15000 and €28000
65,Male,Married,Piedimonte Matese,Degree,Employee,No,4,No,2,Yes,,3,3,3,1,3,4,4,Yes,Yes,No,Yes,No,Yes,4,4,3,4,3,3,3,3,4,2,No,Yes,Apartment,No,1,Car,2,
34,Male,Married,Napoli,Degree,Employee,No,3,No,5,No,,4,4,5,3,4,5,5,Yes,Yes,Yes,Yes,Yes,No,3,3,2,3,4,3,2,2,3,3,Yes,Yes,Apartment,No,2,Car and Motorcycle,3,Between €15000 and €28000
40,Female,Married,Pozzuoli,Upper Secondary School,Employee,Yes,4,No,3,No,Left,4,3,2,1,1,1,3,No,No,No,No,No,Yes,2,2,1,2,2,3,3,3,3,2,No,No,Apartment,Yes,1,Car,2,Up to €15000
27,Female,Unmarried,Pozzuoli,Upper Secondary School,Student,No,4,No,2,No,None,3,3,4,2,2,2,4,Yes,Yes,No,No,No,Yes,1,1,1,1,3,1,1,1,3,2,No,No,Apartment,Yes,2,Car,2,Up to €15000
29,Female,Unmarried,Pozzuoli,Upper Secondary School,Unemployed,No,4,No,1,No,None,4,4,5,3,3,4,5,No,Yes,Yes,No,Yes,Yes,3,3,3,3,3,3,3,3,3,3,No,No,Apartment,No,1,None,2,
25,Female,Unmarried,Somma Vesuviana,Degree,Student,Yes,5,No,2,No,,2,2,2,2,2,2,2,Yes,Yes,No,Yes,No,No,3,3,3,3,3,3,3,3,3,2,No,Yes,Apartment,No,3,Car and Motorcycle,2,
22,Female,Unmarried,Pozzuoli,Upper Secondary School,Self-Employed,No,4,No,1,No,None,4,2,2,2,4,2,2,Yes,Yes,Yes,Yes,Yes,No,2,2,1,2,3,1,1,1,3,2,No,Yes,Other,Yes,1,Car,3,Between €15000 and €28000
29,Female,Cohabiting,Pozzuoli,Upper Secondary School,Employee,No,2,No,3,No,None,4,4,4,2,1,5,5,Yes,Yes,Yes,Yes,Yes,Yes,2,2,2,2,3,1,1,1,3,2,No,No,Apartment,No,2,Car,2,Up to €15000
34,Male,Unmarried,Pozzuoli,Upper Secondary School,Self-Employed,No,4,Yes,3,No,None,4,4,4,4,4,1,4,No,No,No,No,No,No,3,3,3,3,3,2,2,2,4,2,No,No,Apartment,Yes,1,Car,1,
50,Female,Cohabiting,Pozzuoli,Degree,Self-Employed,No,4,No,2,No,Center,2,3,4,1,5,4,3,Yes,Yes,Yes,Yes,Yes,No,3,1,3,3,5,4,4,4,5,1,Yes,No,Apartment,No,2,Car,1,Over €50000
32,Female,Unmarried,Napoli,Postgraduate Degree,Employee,No,3,No,1,No,None,1,1,2,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,4,4,4,3,4,3,3,3,4,1,No,No,Apartment,Yes,0,None,1,Between €15000 and €28000
31,Female,Unmarried,Pozzuoli,Degree,Employee,No,4,Yes,2,No,,4,5,5,3,4,5,5,Yes,Yes,No,No,No,Yes,5,5,5,3,5,1,1,1,5,2,Yes,Yes,Apartment,No,1,Car,3,Up to €15000
31,Female,Unmarried,Pozzuoli,Degree,Self-Employed,No,3,No,1,No,,5,5,5,4,3,5,5,Yes,Yes,Yes,No,Yes,Yes,2,2,3,3,4,2,2,3,4,3,No,Yes,Apartment,No,2,Car,3,Between €15000 and €28000
59,Female,Widowed,Napoli,Postgraduate Degree,Employee,No,3,No,1,Yes,Left,2,2,2,1,3,1,3,Yes,Yes,Yes,No,No,Yes,1,2,4,3,4,2,2,1,3,2,Yes,Yes,Apartment,Yes,1,Car,1,
24,Female,Unmarried,Benevento,Degree,Student Worker,No,4,No,3,No,Left,2,3,4,2,2,2,4,Yes,Yes,No,Yes,No,Yes,2,2,3,3,3,2,2,1,4,1,No,Yes,Apartment,No,2,Car,3,Up to €15000
36,Female,Married,Fiumicino,Upper Secondary School,Employee,Yes,3,No,0 (Ground Floor),No,,2,3,4,3,1,3,4,Yes,Yes,No,Yes,No,No,3,2,2,2,2,3,3,3,3,2,No,Yes,Villa/Small Villa,No,3,Car and Motorcycle,3,Up to €15000
27,Female,Cohabiting,Casoria,Degree,Student Worker,Yes,4,Yes,2,No,Left,1,2,1,1,2,1,4,Yes,Yes,No,Yes,No,No,1,2,2,2,1,2,2,2,4,2,No,Yes,Apartment,Yes,1,Car,4,Up to €15000
24,Female,Unmarried,Correggio,Degree,Student Worker,Yes,4,No,0 (Ground Floor),No,Left,4,4,4,3,4,3,3,Yes,Yes,No,Yes,No,Yes,4,4,4,4,4,4,4,4,4,4,Yes,Yes,Villa/Small Villa,No,0,None,3,Up to €15000
24,Female,Unmarried,Pozzuoli,Degree,Student Worker,No,3,No,1,No,None,4,4,5,5,3,5,4,Yes,No,No,No,No,Yes,1,1,1,1,3,1,1,1,3,3,No,Yes,Apartment,No,2,Car,3,
65,Female,Unmarried,Napoli,Postgraduate Degree,Retired,No,1,No,2,Yes,,4,5,5,4,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,2,2,3,3,1,1,1,1,4,2,Yes,No,Apartment,Yes,1,Car,3,
53,Female,Married,Napoli,Postgraduate Degree,Employee,No,4,No,2,Yes,Left,2,2,2,1,3,2,2,Yes,Yes,No,Yes,No,No,3,3,3,3,3,2,2,1,3,2,No,Yes,Apartment,Yes,1,Car,3,
45,Female,Married,Pozzuoli,Lower Secondary School,Unemployed,No,4,No,5,Yes,Left,4,4,4,3,3,3,4,No,No,No,No,No,Yes,3,3,3,2,4,2,2,2,2,3,No,No,Apartment,Yes,2,Car,5,Between €15000 and €28000
32,Female,Unmarried,Napoli,Degree,Employee,No,5,No,3,No,None,2,4,4,4,4,2,4,Yes,Yes,No,Yes,No,Yes,3,1,3,1,1,2,1,1,4,1,Yes,No,Apartment,Yes,1,Car,2,
63,Female,Married,Pozzuoli,Upper Secondary School,Unemployed,No,2,No,0 (Ground Floor),Yes,Left,2,2,2,2,4,4,4,Yes,No,No,No,Yes,Yes,1,1,2,2,4,2,2,1,3,3,Yes,Yes,Villa/Small Villa,No,1,Car,3,Between €15000 and €28000
45,Male,Unmarried,Pozzuoli,Postgraduate Degree,Self-Employed,No,5,No,1,Yes,Left,2,1,1,1,4,1,2,Yes,Yes,No,Yes,No,Yes,3,2,4,2,3,2,3,2,4,3,Yes,Yes,Villa/Small Villa,No,4,Car,1,Up to €15000
24,Female,Unmarried,Pozzuoli,Postgraduate Degree,Self-Employed,No,4,No,4,No,Left,4,4,4,3,3,4,5,Yes,Yes,No,Yes,No,Yes,2,2,3,2,4,2,2,2,3,2,Yes,Yes,Apartment,Yes,0,None,2,
19,Male,Unmarried,Salerno,Upper Secondary School,Student,No,3,No,3,No,Left,1,2,2,2,3,2,2,Yes,Yes,No,Yes,No,Yes,3,3,4,3,4,2,2,3,3,2,No,No,Apartment,No,0,None,3,Up to €15000
22,Female,Unmarried,Massa Lubrense,Degree,Student,No,4,No,0 (Ground Floor),No,Left,1,1,1,1,1,1,2,Yes,Yes,No,No,No,No,2,2,3,2,2,2,3,2,3,2,No,Yes,Apartment,No,2,Car,2,Between €15000 and €28000
27,Male,Unmarried,Poggiomarino,Degree,Self-Employed,No,4,No,0 (Ground Floor),No,Right,1,1,2,1,3,1,4,Yes,Yes,Yes,Yes,Yes,Yes,2,3,2,3,3,2,3,2,4,2,No,Yes,Apartment,No,2,Car and Motorcycle,2,Between €28000 and €50000
25,Female,Cohabiting,Reggio Emilia,Postgraduate Degree,Employee,Yes,2,No,Over 5,No,Left,4,3,4,1,5,2,3,Yes,Yes,No,Yes,No,Yes,1,2,3,3,5,3,1,2,5,1,No,No,Apartment,Yes,0,None,1,Up to €15000
22,Female,Unmarried,Napoli,Degree,Student,No,4,No,2,No,Left,1,1,1,1,1,1,3,Yes,Yes,No,No,No,No,2,2,4,1,4,2,2,2,4,1,No,Yes,Apartment,Yes,1,Car,2,Between €15000 and €28000
20,Female,Unmarried,Giugliano,Upper Secondary School,Student,No,5,No,1,No,None,2,2,2,1,3,4,1,Yes,Yes,No,Yes,No,Yes,2,1,4,3,3,2,2,3,5,1,No,Yes,Villa/Small Villa,No,1,Car,3,Up to €15000
24,Female,Unmarried,Saviano,Upper Secondary School,Student Worker,No,2,No,0 (Ground Floor),No,None,1,2,3,1,1,2,2,Yes,Yes,No,Yes,No,Yes,2,2,2,2,2,2,2,2,2,2,No,No,Apartment,No,1,Car,3,Up to €15000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,Over 5,No,Left,1,2,3,2,3,3,5,Yes,Yes,No,Yes,Yes,Yes,2,3,3,3,3,2,3,3,4,1,No,Yes,Apartment,No,2,Car,2,Between €15000 and €28000
22,Female,Unmarried,Marano,Upper Secondary School,Student,No,3,Yes,2,No,,4,4,5,3,4,3,3,Yes,Yes,No,No,No,Yes,2,2,2,2,3,1,1,1,3,1,No,No,Apartment,No,2,Car,4,Up to €15000
24,Female,Unmarried,Santa Maria La Carità,Degree,Student,No,5,No,0 (Ground Floor),No,Left,1,3,3,1,3,3,5,Yes,Yes,No,Yes,No,No,4,4,4,5,5,5,5,5,5,2,No,Yes,Villa/Small Villa,No,2,Car,3,
20,Female,Unmarried,Napoli,Upper Secondary School,Student,Yes,4,No,1,No,,4,4,4,3,2,3,3,No,Yes,No,Yes,Yes,Yes,3,3,3,3,4,2,2,1,3,3,No,Yes,Apartment,No,1,Car,3,Up to €15000
23,Male,Unmarried,Cercola,Upper Secondary School,Student,Yes,2,No,0 (Ground Floor),No,Left,1,1,1,1,1,1,1,Yes,Yes,No,Yes,No,Yes,2,2,1,1,2,2,3,3,4,3,No,Yes,Apartment,No,2,Car and Motorcycle,2,Between €15000 and €28000
20,Female,Unmarried,Napoli,Upper Secondary School,Student Worker,No,5,No,3,No,Left,3,3,4,3,2,4,4,Yes,Yes,No,Yes,No,No,3,3,3,3,4,2,3,3,4,2,Yes,Yes,Apartment,Yes,2,Car,2,Up to €15000
19,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,3,No,,1,2,2,1,3,1,3,Yes,Yes,No,Yes,No,No,3,3,2,3,3,2,2,2,4,3,No,Yes,Apartment,No,2,Car,2,Up to €15000
25,Female,Married,Marano,Degree,Student,No,2,No,2,No,None,4,5,5,4,2,3,5,Yes,Yes,No,Yes,Yes,No,1,1,3,1,5,2,2,2,2,2,Yes,Yes,Apartment,No,1,Car,2,
22,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,2,No,None,3,3,4,3,2,2,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,2,3,3,3,4,4,4,2,Yes,Yes,Apartment,No,2,Car,3,Up to €15000
24,Female,Unmarried,Aversa,Degree,Student,No,4,No,4,No,,1,3,3,1,3,1,4,Yes,Yes,No,Yes,No,No,3,2,3,3,4,2,3,2,4,2,Yes,Yes,Apartment,Yes,1,Car,1,Between €15000 and €28000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,4,No,3,No,Left,3,3,3,1,1,1,2,No,Yes,No,Yes,No,Yes,2,2,3,2,3,1,1,1,4,1,No,No,Apartment,Yes,0,None,1,Between €15000 and €28000
21,Female,Unmarried,Pozzuoli,Upper Secondary School,Student,No,5,No,2,No,None,5,5,4,3,2,4,5,Yes,Yes,No,Yes,Yes,Yes,2,3,4,2,4,1,1,1,4,1,Yes,Yes,Apartment,Yes,2,Car,3,Up to €15000
23,Female,Unmarried,Napoli,Degree,Student,No,Over 5,No,5,No,,2,3,3,2,4,1,3,No,Yes,No,No,No,Yes,3,3,3,3,3,3,3,3,3,2,No,No,Apartment,No,2,Car,3,Up to €15000
90,Female,Widowed,Pozzuoli,Elementary School,Retired,No,1,No,3,Yes,,3,3,4,2,4,2,2,Yes,No,No,No,No,Yes,2,5,1,3,1,3,3,3,4,1,No,No,Apartment,Yes,0,None,2,Up to €15000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,5,No,1,No,,3,4,4,2,3,4,4,Yes,No,No,No,No,No,3,3,3,3,3,3,3,3,3,2,No,Yes,Apartment,No,3,Car and Motorcycle,2,Between €15000 and €28000
19,Female,Unmarried,Napoli,Upper Secondary School,Student,No,5,No,5,No,Left,2,4,5,3,5,3,5,No,Yes,Yes,Yes,Yes,No,3,3,3,3,3,3,3,3,3,3,No,Yes,Apartment,Yes,0,None,4,Up to €15000
20,Female,Unmarried,Napoli,Upper Secondary School,Student,No,3,No,1,No,Right,2,3,3,1,1,1,3,Yes,Yes,No,Yes,No,No,1,3,5,4,4,2,2,2,3,1,No,Yes,Apartment,Yes,0,None,5,Up to €15000
19,Female,Unmarried,Senise,Upper Secondary School,Student,No,5,No,3,No,Left,2,2,2,1,3,1,3,Yes,Yes,No,Yes,No,Yes,3,3,4,3,3,3,3,2,4,3,No,No,Apartment,No,0,None,2,Up to €15000
19,Female,Unmarried,Napoli,Upper Secondary School,Student,No,Over 5,No,5,No,Left,1,3,2,1,2,1,1,Yes,Yes,No,Yes,No,No,3,4,2,2,1,2,2,3,4,3,No,No,Apartment,Yes,1,Car,3,Between €28000 and €50000
24,Female,Unmarried,Afragola,Degree,Student Worker,No,4,Yes,2,No,,2,2,3,1,1,3,4,Yes,Yes,Yes,Yes,Yes,No,2,3,4,2,1,2,2,2,3,1,No,Yes,Apartment,No,0,None,3,
20,Male,Unmarried,Pompei,Upper Secondary School,Student,No,3,No,2,No,Center,2,3,3,1,3,3,4,Yes,Yes,No,Yes,No,Yes,3,3,4,3,4,3,4,3,5,2,No,Yes,Apartment,Yes,1,Car,2,
23,Female,Unmarried,Quarto,Upper Secondary School,Student,No,4,No,3,No,None,3,4,4,3,5,4,5,Yes,Yes,No,Yes,Yes,Yes,1,2,2,2,4,3,3,3,5,3,Yes,Yes,Apartment,No,3,Car and Motorcycle,3,Between €15000 and €28000
21,Female,Unmarried,Napoli,Upper Secondary School,Student,No,5,No,Over 5,No,None,3,4,4,2,3,3,4,No,No,No,No,Yes,Yes,3,3,4,4,5,3,3,3,4,2,Yes,Yes,Apartment,Yes,2,Car,2,
19,Male,Unmarried,Casalnuovo,Upper Secondary School,Student,No,5,Yes,1,No,,1,1,2,1,3,1,3,No,Yes,No,Yes,No,No,4,3,3,3,3,2,3,3,3,2,No,No,Apartment,Yes,2,Car,3,Between €15000 and €28000
26,Female,Unmarried,Qualiano,Degree,Student,No,5,No,2,No,Left,3,2,3,2,2,1,3,Yes,Yes,No,No,No,Yes,2,2,3,2,3,1,2,2,4,2,No,Yes,Apartment,No,2,Car,3,Up to €15000
25,Female,Unmarried,Napoli,Degree,Student,No,4,No,2,No,Left,2,3,4,3,1,1,5,Yes,No,No,Yes,Yes,Yes,3,4,4,2,2,1,1,1,1,1,No,Yes,Apartment,No,2,Car,2,Between €15000 and €28000
